id,name,description,category,address,suburb,state,postcode,latitude,longitude,phone,email,website,hours,eligibility,cost,source_id,source_name,source_organisation,source_jurisdiction,source_license,source_url,source_date
osm_social_facilities_0233,Mercy Place Montrose,Nursing Home for senior,health,,,VIC,,-37.8129263,145.3512408,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0234,Maternal and Child Health Nurse,Social Facility for child,community,,,VIC,,-38.1584554,145.9403114,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0235,Baw Baw Combined Churches Food Relief,Food Bank,food,,,VIC,,-38.1645796,145.9443675,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0236,Lower Templestowe Community Centre,Community Centre,community,,,VIC,,-37.7730936,145.1113112,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0237,Olivia's Place (secondary),NGO,community,,,VIC,,-38.1633504,145.9394549,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0238,Stonnington Services and Visitors Hub,Social Facility,community,,,VIC,,-37.8486917,144.9926345,,,,Mo-Fr 08:30-17:00; Sa 11:00-15:00,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0239,Stella Anderson Nursing Home,Nursing Home for senior,health,Gibson Street,North Bendigo,VIC,3550,-36.7317389,144.2688098,,,https://bendigohealth.org.au/StellaAndersonNursingHome/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0240,Joan Pinder Nursing Home,Nursing Home for senior,health,Gibson Street,North Bendigo,VIC,3550,-36.732658,144.2684727,,,https://www.bendigohealth.org.au/JoanPinderNursingHome/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0241,Ringwood Men's Shed,Community Centre,community,Tortice Drive,Ringwood North,VIC,3134,-37.7835923,145.241913,+61 3 9876 4947,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0242,Gracevale Lodge Low-Needs Care Nursing Home,Nursing Home for senior,health,Normanby Street,Warragul,VIC,,-38.1589249,145.9397425,,,https://gracevalelodge.com.au/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0243,Quantum Support Services,Social Facility,community,,,VIC,,-38.1631371,145.933025,,,https://quantum.org.au/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0244,Interact Australia,Social Facility,community,,,VIC,,-38.1618041,145.9409371,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0245,Black Spark Cultural Centre,Community Centre,community,,,VIC,,-37.7649658,144.9914844,,,https://www.facebook.com/black.spark.cultural/,We-Su 11:00-18:00; Mo-Tu closed,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0246,Tirkandi Inaburra Cultural and Development Centre,Community Centre,community,,,VIC,,-34.7196912,145.9447627,,,https://www.tirkandi.org.au/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0247,Moulamein Community Centre,Community Centre,community,,,VIC,,-35.0909566,144.0345275,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0248,Goodnight Community Hall,Community Centre,community,,,VIC,,-34.946093,143.3399099,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0249,Kyalite Community Hall,Community Centre,community,,,VIC,,-34.9510733,143.4775055,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0250,Lorne Mens Shed,Community Centre,community,,,VIC,,-38.540917,143.9714632,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0251,Kensington Neighborhood House,Community Centre,community,,,VIC,,-37.7932419,144.9278936,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0252,60L Green Building,NGO,community,Leicester Street,Carlton,VIC,,-37.8048686,144.9604199,,,https://www.greenlivingpedia.org/60L_green_building,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0253,Pleasant Hills Public Hall,Community Centre,community,,,VIC,,-35.4654499,146.797353,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0254,Harm Reduction Victoria,NGO,community,Peel Street,,VIC,,-37.8050942,144.9563683,,,https://www.hrvic.org.au/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0255,Vinnies Night Patrol Kitchen,Distribution Centre for homeless,community,,,VIC,,-35.3516322,149.0888111,+61 2 6234 7307,,https://www.vinnies.org.au/act-surrounds/find-help/food-housing-clothing-act-surrounds/night-patrol/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0256,Mansfield Town,Community Centre,community,,,VIC,,-37.0516845,146.0881274,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0257,Anglicare Victoria,CHARITY,community,Billson Street,,VIC,,-38.6056564,145.5886474,+61 3 3567 1000,info@anglicarevic.org.au,https://www.anglicarevic.org.au,Mo-Fr 09:00-17:00,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0258,Murray River Council Community Centre,Community Centre,community,,,VIC,,-35.6303042,144.1268351,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0259,The community link,Community Centre,community,River Street,,VIC,,-37.65289,145.5171996,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0260,Nurture Disability Care,Ambulatory Care,community,,,VIC,,-37.7036503,145.1043817,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0261,Zoo Parents Room,Social Facility,community,,,VIC,,-37.7838471,144.9532531,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0262,Brotherhood of St Laurence,Social Facility,community,,,VIC,,-38.354064,144.9124508,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0264,Mornington Peninsula Youth Services,Community Centre,community,,,VIC,,-38.3568958,144.9036284,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0265,Community Center Bemm River,Community Centre,community,,,VIC,,-37.7571919,148.9691953,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0266,Playability,Social Facility for child,community,,,VIC,,-36.673092,149.8424112,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0267,Cyprus Community of Melbourne & Victoria,Community Centre,community,Lygon Street,,VIC,3057,-37.762753,144.9731304,,,http://www.cypruscommunity.com.au/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0268,St Vincent's Care Eltham,Nursing Home for senior,health,Diamond Street,Eltham,VIC,3095,-37.7117839,145.1472214,,,https://www.svcs.org.au/residential-aged-care/locations/vic/melbourne/eltham,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0269,St Vincent's Care Hawthorn,Nursing Home for senior,health,King Street,Hawthorn East,VIC,3123,-37.8315396,145.0534926,,,https://www.svcs.org.au/residential-aged-care/locations/vic/melbourne/hawthorn,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0270,St Vincent's Care Kew,Nursing Home for senior,health,Studley Park Road,Kew,VIC,3101,-37.8044972,145.0156781,,,https://www.svcs.org.au/residential-aged-care/locations/vic/melbourne/kew,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0271,St Vincent's Care Werribee,Nursing Home for senior,health,Hoppers Lane,Werribee,VIC,3030,-37.8878169,144.7014682,,,https://www.svcs.org.au/residential-aged-care/locations/vic/melbourne/werribee,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0272,Eliston Family & Community Centre,Community Centre,community,Eliston Avenue,,VIC,,-38.1221385,145.3317645,+61 3 9705 5200,,https://www.casey.vic.gov.au/facilities-hire/eliston-family-community-centre,Mo-Fr 08:30-17:00,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0273,Pontiaki Estia,Community Centre,community,Sydney Road,,VIC,,-37.7652032,144.9625955,,,https://www.facebook.com/pontiakiestia.melbourne.9/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0274,Sydenham Neighbourhood House,Community Centre,community,Station Street,Taylors Lakes,VIC,3038,-37.7000423,144.7742248,,,https://directory.brimbank.vic.gov.au/sydenham-neighbourhood-house/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0275,Pinnaroo Institute,Community Centre,community,,,VIC,,-35.2605745,140.9083869,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0276,Pinnaroo RSL,Community Centre,community,,,VIC,,-35.2614366,140.9099501,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0277,Pinnaroo Senior Citizens and Community Centre,Community Centre,community,,,VIC,,-35.2615284,140.9050599,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0278,Murrayville Hall,Community Centre,community,,,VIC,,-35.2628487,141.1838447,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0279,Soldiers Memorial Hall,Community Centre,community,,,VIC,,-35.2343963,141.3816888,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0280,Underbool-Linga Memorial Hall,Community Centre,community,,,VIC,,-35.1713268,141.8081622,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0281,Torrita Public Hall,Community Centre,community,,,VIC,,-35.154541,141.9348944,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0282,Men's Shed,Community Centre,community,,,VIC,,-35.0709556,142.3169402,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0283,Manangatang RSL Sub Branch,Community Centre,community,,,VIC,,-35.051398,142.8826609,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0284,Annuello Public Hall,Community Centre,community,,,VIC,,-34.8558215,142.8356017,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0285,Balranald Business Centre,Community Centre,community,,,VIC,,-34.639011,143.5621866,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0287,Wirrng Wirrng,Community Centre,community,Hesse Street,Queenscliff,VIC,3225,-38.2676352,144.661426,+61 3 5258 4843,hub@queenscliffe.vic.gov.au,https://www.queenscliffe.vic.gov.au/wirrngwirrng,Mo-Su 09:00-17:00,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0288,Student Kitchen,Student Facility for students,community,,,VIC,,-37.8242524,144.9691063,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0289,Mullins Community Centre,Community Centre,community,,,VIC,,-34.3508378,146.903419,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0290,Neighbourhood Centre,Community Centre,community,,,VIC,,-33.9233464,147.221213,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0291,Soldiers Memorial,Community Centre,community,,,VIC,,-33.9259785,147.2418253,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0292,Murray Downs Community Hall,Community Centre,community,,,VIC,,-35.3448601,143.5996301,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0293,St Ambrose's Community Centre,Community Centre,community,,,VIC,,-37.7711902,144.9611211,,,https://bmcatholicmission.org.au/our-properties/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0294,Warburton Online,Community Centre,community,,,VIC,,-37.7531376,145.6897745,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0295,Costa House Residential Aged Care,Group Home for senior,housing,Investigator Avenue,Lara,VIC,3212,-38.0255676,144.4024867,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0296,Union Mart by UMSU,Food Bank for enrolled_students_at_university_of_melbourne_only,food,,,VIC,,-37.7997278,144.9632326,,,https://umsu.unimelb.edu.au/support/welfare/union-mart/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0297,Residential Home Windsor,Nursing Home for senior,health,,,VIC,,-37.8529931,144.9832933,,,https://www.jewishcare.org.au/page/services/residential-aged-care/cohen-family-building,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0298,St Laurence Park Retirement Village,Group Home for senior,housing,Station Lake Road,Lara,VIC,3212,-38.0247702,144.4073412,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0299,Wyndham Community & Education Centre,Community Centre,community,Synnot Street,Werribee,VIC,3030,-37.9015771,144.6629996,,,https://wyndhamcec.org.au/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0300,Canberra,Community Centre,community,Templeton Street,,VIC,,-35.2586027,149.0605145,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0301,Kensington Compost Hub,Community Centre,community,,,VIC,,-37.789378,144.9282933,,kensingtoncomposthub@gmail.com,http://fb.me/KensingtonCompostHub,24/7,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0302,Kensington Community Food Forest,Community Centre,community,,,VIC,,-37.7971809,144.9279309,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0303,Arcare Civic Manor Aged Care,Assisted Living for senior,community,Civic Drive,Epping,VIC,3076,-37.6483913,145.065586,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0304,Rathdowne Place Aged Care,Assisted Living for senior,community,Rathdowne Street,Carlton,VIC,3053,-37.7936569,144.970914,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0305,Architects for peace,NGO,community,Nicholson Street,,VIC,,-37.7645036,144.979747,,,https://www.architectsforpeace.org/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0306,United Australian Lebanese Movement,NGO,community,Corner of Moreland Road & Cameron Street,,VIC,,-37.7549755,144.9623999,,,https://www.ualm.org.au/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0308,St John Ambulance Whitehorse Division,NGO,community,,,VIC,,-37.7974906,145.1156092,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0309,Mission Australia,NGO,community,,,VIC,,-36.6746002,149.8445338,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0310,Brotherhood of St Laurence,Social Facility,community,,,VIC,,-37.7030465,145.1045356,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0311,Magnolia Centred Care,Ambulatory Care,community,,,VIC,,-37.7013162,145.1067327,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0312,Whitton Community Hall,Community Centre,community,,,VIC,,-34.5179755,146.1829053,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0313,Griffith War Memorial Hall and Art Gallery,Community Centre,community,,,VIC,,-34.2880094,146.0490886,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0314,CWA Griffith,Community Centre,community,,,VIC,,-34.2881408,146.0501423,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0315,Morundah Hall,Community Centre,community,,,VIC,,-34.9316336,146.2957435,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0316,Myopa Retirement Village,Group Home for senior,housing,,,VIC,,-35.5163561,147.0325876,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0317,Yerong Creek Community Hall,Community Centre,community,,,VIC,,-35.3873297,147.0654775,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0318,Eurongilly Hall,Community Centre,community,,,VIC,,-34.9452996,147.7676699,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0319,Jan Wilson Community Centre,Community Centre,community,,,VIC,,-37.9542278,145.1924056,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0320,Multicultural Hub,Community Centre,community,Elizabeth Street,Melbourne,VIC,3000,-37.8067393,144.9601881,,,https://www.melbourne.vic.gov.au/community/hubs-bookable-spaces/multicultural-hub/Pages/multicultural-hub.aspx,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0321,St Verena And St Bishoy Coptic Orthodox Church,NGO,community,,,VIC,,-37.8106731,144.9607153,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0322,Taralga RSL Sub-Branch Room,Community Centre,community,,,VIC,,-34.4037119,149.8192491,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0323,Taralga CWA,Community Centre,community,,,VIC,,-34.4036464,149.8192552,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0324,Goulburn Town Hall,Community Centre,community,,,VIC,,-34.7555221,149.7179437,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0325,Goulburn Community Centre,Community Centre,community,,,VIC,,-34.7558317,149.717628,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0326,Capital Region Community Services,Social Facility,community,Auburn Street,Goulburn,VIC,2580,-34.7567279,149.7164129,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0327,Vinnies,CHARITY,community,,,VIC,,-34.7567647,149.7180249,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0328,Wolumla Memorial Hall,Community Centre,community,,,VIC,,-36.8340186,149.8094603,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0329,Pambula Town Hall,Community Centre,community,,,VIC,,-36.9285334,149.8750155,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0330,Eden Community Access Centre,Community Centre,community,,,VIC,,-37.0624918,149.9049822,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0331,Eden CWA,Community Centre,community,,,VIC,,-37.0641675,149.9053469,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0332,Cann River Public Hall,Community Centre,community,,,VIC,,-37.5684009,149.153156,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0333,Mooroopna Education & Activity Centre,Community Centre,community,,,VIC,,-36.3930878,145.3586608,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0334,Far East Victoria Landcare,NGO,community,Nicholson Street,Orbost,VIC,3888,-37.7072327,148.4551207,+61 3 5154 2843,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0335,Neighbourhood Houses - Buchan Outreach Centre,Social Facility,community,,,VIC,,-37.496585,148.1746544,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0336,Gelantipy Public Hall,Community Centre,community,,,VIC,,-37.2329055,148.2585635,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0337,Ensay Memorial Hall,Community Centre,community,,,VIC,,-37.3754925,147.836845,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0338,Community Centre Swifts Creek,Community Centre,community,,,VIC,,-37.2635437,147.7215381,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0339,Soldiers Memorial Hall,Community Centre,community,,,VIC,,-37.1006964,147.5917046,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
